Image Pair,MSE,SSIM,Mean MSE,Mean SSIM
0,0.0002217956246095961,0.9500624567601442,-,-
1,0.00013143218999651593,0.9655447114923723,-,-
2,0.00010814721661314354,0.9704209118794569,-,-
3,0.00019144021998269937,0.958186090549643,-,-
4,0.00021617033037014122,0.951252861887537,-,-
5,0.00015761281690897754,0.9613194440626593,-,-
6,0.00014530066698282282,0.9630165228067834,-,-
7,0.0001230600857309198,0.9645478698653343,-,-
8,0.00018755042306000712,0.9675684390501125,-,-
9,0.000281843033373461,0.9598137316304775,-,-
0,0.0007144817643410728,0.9435973697926595,-,-
1,0.00016927715652635317,0.9599920709202585,-,-
2,0.00011641084047406184,0.9699084670097592,-,-
3,9.685953091410512e-05,0.9755251679153436,-,-
4,0.00045779188714880085,0.9635578370503651,-,-
5,0.0002850746570690972,0.960321324101538,-,-
6,0.00021454919841064454,0.9673420560757829,-,-
7,0.00015526688127633122,0.9687127912601167,-,-
8,0.0003199413178601998,0.966151392276235,-,-
9,0.0007425957066901468,0.9286669108341776,-,-
0,0.0004797431138574647,0.9044886935404854,-,-
1,0.0005240484295597862,0.9203287085980913,-,-
2,0.00042674123418689434,0.9226797368946522,-,-
3,0.00033011989859823,0.9270885710990647,-,-
4,0.00014732046086582225,0.9377597251330743,-,-
5,0.0001431549524883016,0.9420447087391197,-,-
6,0.00018480583500181245,0.9472080643584089,-,-
7,0.0005968073778699837,0.930902273411428,-,-
8,0.0005303860043819293,0.9067118700197464,-,-
9,0.0005115063255629235,0.9318773272873272,-,-
0,0.0003644195617215339,0.8999547201556933,-,-
1,0.00036688575814175446,0.9000273508171653,-,-
2,0.000465881255891927,0.9057173870930709,-,-
3,0.0002983090397066788,0.9201664054151791,-,-
4,0.0003362530852599855,0.929609192742632,-,-
5,0.00011026681460786866,0.958426810131529,-,-
6,0.0001795466929073346,0.9398015120063116,-,-
7,0.0001941086747453008,0.9383433078569916,-,-
8,0.0002743713123533852,0.9233530174548689,-,-
9,0.0002450030038832569,0.9196366725527755,-,-
