Image Pair,Dice full,Dice no background,MSE,SSIM,Time,Mean Dice full, Mean Dice no background,Mean MSE,Mean SSIM,Mean Time,Mean NegJ
146,0.5481384155702991,0.3883981834592306,0.0004021677174368715,0.9006706545462466,0.0023419857025146484,-,-,-,-,-,-
147,0.5447766930131606,0.3730827348511859,0.0004755415544182742,0.8809081325936259,0.0023310184478759766,-,-,-,-,-,-
148,0.5469861505060789,0.3810615741212563,0.0003949962603770254,0.9024586713887175,0.0023717880249023438,-,-,-,-,-,-
149,0.5222843091958052,0.3357663592446201,0.00015635834070519498,0.9699150527323995,0.002343893051147461,-,-,-,-,-,-
150,0.4885970046654502,0.27987768709987526,0.0003644868328933547,0.9073188978528892,0.0023849010467529297,-,-,-,-,-,-
151,0.3180830424392198,0.07088989441930618,0.00048659270547124527,0.8982352612814467,0.002552032470703125,-,-,-,-,-,-
152,0.5392699314951066,0.5307328605200946,0.000659086717995165,0.8846500728342414,0.002351045608520508,-,-,-,-,-,-
153,0.5623653720476622,0.3697011677447152,0.0012880149327868051,0.7758613958887068,0.0023453235626220703,-,-,-,-,-,-
154,0.5771758442409302,0.45317161822016194,0.002038588063910551,0.7628427070797021,0.0023233890533447266,-,-,-,-,-,-
155,0.585264326634021,0.4529174804742071,0.0015863488261872085,0.7356971016998591,0.002331972122192383,-,-,-,-,-,-
156,0.5853253835519382,0.4532649718364004,0.002275364086079996,0.7868001599640264,0.0023224353790283203,-,-,-,-,-,-
157,0.5652242807900291,0.43229276129658073,0.002008194536223437,0.8429586383098758,0.0023431777954101562,-,-,-,-,-,-
158,0.586339209086356,0.43511009058270655,0.0019464889356799683,0.7298816732784966,0.0023272037506103516,-,-,-,-,-,-
159,0.6071930731422359,0.45070019551429796,0.0016246446073671956,0.7474055351195863,0.0023436546325683594,-,-,-,-,-,-
160,0.5993733767205031,0.43548143177719445,0.0019492879242735798,0.7533330865665216,0.002319812774658203,-,-,-,-,-,-
161,0.5327401677051848,0.3484186436591288,0.0017345797409708495,0.774534579807669,0.0023512840270996094,-,-,-,-,-,-
162,0.4930139989241653,0.32610819622576326,0.0011038159038096998,0.8174044380325791,0.0023522377014160156,-,-,-,-,-,-
